"node","sd"
"TP",3.82153079363876
"TP_prevSummer",5.15626810620634
"chla",3.73131167568458
"chla_prevSummer",4.6654851500597
"wind_speed",0.250811400325908
"cyano",0.735677990611513
"colour_prevSummer",17.2582256963366
"colour",8.91029055130126
"rain",102.137951190127
