,0
colour_lake,-0.3309266605040569
Q,-0.31112746404079433
Wind_over_Q0.6,-0.15243601154745276
Wind_over_Q0.8,-0.11410645619436145
Wind_under_Q0.4,-0.09109843783706112
Wind_speed,-0.0827217376308537
Temp,-0.008196119298974153
Rain_day,0.058495819698593396
Pptn_intense,0.1148467471663163
Pptn,0.19898509496997313
Wind_under_Q0.2,0.20003107083503213
chl-a_lake,0.4812855215230323
TP_lake,0.7140963156385876
