,90
Wind_over_Q0.8,-0.32115004230464045
Wind_speed,-0.23156829387162875
Wind_over_Q0.6,-0.15288752987877322
Q,-0.09979776013230213
Rain_day,-0.07976103942169423
Pptn,-0.010484277977183327
Temp,0.03325776387185881
colour_lake,0.10411697496579167
Pptn_intense,0.11441079161083292
Wind_under_Q0.4,0.11654718524289773
Wind_under_Q0.2,0.12793683172142242
TP_lake,0.35882528288019544
