,30
Rain_day,-0.4106278793415302
Pptn,-0.3588525269623914
Q,-0.3309105806909315
colour_lake,-0.3300464826566221
Pptn_intense,-0.2966070888606355
Wind_over_Q0.6,-0.25341821160437117
Wind_speed,-0.23109718360178277
Wind_over_Q0.8,-0.13251666451409816
Temp,0.09087431586733283
Wind_under_Q0.4,0.15786992113546294
Wind_under_Q0.2,0.267622021844517
chl-a_lake,0.5399038549586034
TP_lake,0.6343390563261893
