,CyanoBiovol,peak_date,peak_day,Pptn,Temp,Wind_speed,PET,Q,TP_catch,chl-a_lake,TP_lake,colour_lake,Rain_day,Pptn_intense,Wind_under_Q0.2,Wind_under_Q0.4,Wind_over_Q0.6,Wind_over_Q0.8,Temp_subzero
2005,3.0625999999999998,2005-08-15,227.0,105.10235321599998,16.629953870322577,3.117241379310345,123.184320703,22.005000000000003,34.0,30.0,36.6,44.0,16.0,4.0,4.0,10.0,7.0,2.0,0.0
2006,4.5602,2006-08-07,219.0,58.880734867,19.886704598064515,3.27741935483871,136.560181557,7.332999999999998,,47.0,39.0,52.5,7.0,2.0,3.0,17.0,9.0,5.0,0.0
2007,3.588,2007-07-02,183.0,91.08065005,17.53783411064516,2.7500000000000004,126.023004373,102.65499999999999,179.75,24.0,31.2,70.5,11.0,2.0,5.0,18.0,2.0,1.0,0.0
2008,0.739,2008-08-04,217.0,139.315908243,17.982234196774197,2.9533333333333336,129.042020168,70.956,47.8,35.0,34.4,53.0,13.0,5.0,6.0,13.0,9.0,2.0,0.0
2009,1.586,2009-08-03,215.0,164.90498330399998,16.83296183612903,3.1709677419354843,125.778538801,33.04,39.6,23.0,30.0,50.0,21.0,4.0,2.0,13.0,8.0,1.0,0.0
2010,0.224,2010-08-09,221.0,108.85010555699998,17.968190549032254,3.551612903225807,127.09058179600001,51.86800000000001,63.666666666666664,22.0,32.6,60.0,11.0,4.0,2.0,10.0,13.0,5.0,0.0
2011,0.079,2011-07-11,192.0,87.528679562,16.49840484354839,3.1709677419354834,125.99901284799999,160.277,68.33333333333333,21.0,26.0,69.2,13.0,2.0,3.0,13.0,8.0,2.0,0.0
2012,0.211,2012-09-24,268.0,85.06318842399999,12.47905064596774,4.319354838709677,73.840417582,70.192,72.5,15.0,22.8,66.2,13.0,3.0,1.0,2.0,18.0,10.0,0.0
2013,0.534,2013-09-20,263.0,54.944697497,14.627535271483868,2.9645161290322584,79.73991330000001,14.332,52.0,13.0,24.950000000000003,47.4,7.0,1.0,7.0,14.0,5.0,4.0,0.0
2014,0.283,2014-07-24,205.0,47.076367548,18.900418347741937,3.185714285714286,143.636102571,9.562999999999997,37.666666666666664,17.0,24.2,39.86666666666667,14.0,1.0,1.0,15.0,6.0,3.0,0.0
2015,0.233,2015-08-05,217.0,154.623147683,15.402603151290325,3.970967741935484,119.17191387900002,46.529999999999994,43.333333333333336,28.0,23.333333333333332,44.0,17.0,5.0,0.0,7.0,18.0,5.0,0.0
2016,0.166,2016-08-29,242.0,155.968147077,15.835000487741935,3.8419354838709676,104.31213856800001,49.181999999999995,59.333333333333336,16.0,20.0,50.0,17.0,7.0,0.0,5.0,14.0,4.0,0.0
2017,0.258,2017-08-28,240.0,149.640955902,15.685772383548388,3.745161290322581,104.35913366700001,83.87599999999999,39.0,21.0,20.666666666666668,35.0,16.0,6.0,1.0,7.0,13.0,6.0,0.0
2018,0.614,2018-08-27,239.0,40.995684661999995,17.38482188806452,4.070967741935484,,4.400999999999999,,13.0,21.0,31.0,10.0,0.0,0.0,7.0,15.0,8.0,0.0
