,chl-a_lake,peak_date,peak_day,Pptn,Temp,Wind_speed,PET,Q,TP_catch,TP_lake,colour_lake,CyanoBiovol,Rain_day,Pptn_intense,Wind_under_Q0.2,Wind_under_Q0.4,Wind_over_Q0.6,Wind_over_Q0.8,Temp_subzero
1993,21.3,1993-08-02,214.0,166.11575182,14.521706571147542,3.7704918032786887,227.08984297199999,,37.32857142857143,32.06666666666667,27.333333333333332,,24.0,5.0,2.0,11.0,27.0,7.0,0.0
1994,30.6,1994-08-10,222.0,56.715590144,18.289853118524587,3.91311475409836,255.37918478400002,5.473999999999999,27.4,32.9,23.333333333333332,,8.0,2.0,2.0,14.0,29.0,11.0,0.0
1995,40.5,1995-08-16,228.0,89.715603692,17.41541200229508,3.547540983606557,242.52440220399995,111.59199999999998,104.39999999999999,33.36666666666667,26.666666666666668,,17.0,2.0,6.0,17.0,21.0,11.0,0.0
1996,32.6,1996-07-01,183.0,149.242566325,11.752271773655739,3.8950819672131143,181.147611493,261.348,123.97777777777777,28.950000000000003,21.0,1.83,23.0,4.0,5.0,19.0,27.0,13.0,0.0
1997,29.5,1997-07-03,184.0,136.848902181,13.373562337114752,3.432786885245901,198.47634036999997,150.09600000000003,36.93333333333334,27.25,23.5,1.85,21.0,5.0,5.0,22.0,20.0,9.0,0.0
1998,28.7,1998-08-26,238.0,178.32728376,15.08636295262295,3.406557377049181,218.02309145000004,92.197,58.15555555555555,37.76666666666666,,2.28,32.0,3.0,5.0,22.0,21.0,7.0,0.0
1999,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,40.4,2000-08-29,242.0,171.106578415,15.814530290163935,3.162295081967213,214.19847539200003,78.91499999999999,41.22222222222222,34.666666666666664,40.142857142857146,4.67,23.0,6.0,3.0,23.0,14.0,1.0,0.0
2001,29.2,2001-08-08,220.0,167.85692761599998,16.683276891967214,3.745901639344263,241.09232086900002,64.96799999999999,71.66666666666667,43.666666666666664,72.55555555555556,0.551,18.0,7.0,3.0,11.0,24.0,9.0,0.0
2002,38.0,2002-08-28,240.0,206.38696253,18.616377487704916,2.9163934426229505,246.95106458,231.494,60.0,38.333333333333336,53.111111111111114,0.745,20.0,8.0,19.0,37.0,13.0,7.0,0.0
2003,26.5,2003-07-23,204.0,144.854852098,17.07525065327869,3.4754098360655736,245.451559275,120.32499999999999,55.0,31.333333333333332,51.0,1.119,24.0,2.0,5.0,18.0,21.0,7.0,0.0
2004,53.0,2004-06-30,182.0,114.878239655,13.449268432704917,3.9363636363636365,198.322123174,90.38600000000001,,42.0,37.5,5.26,20.0,4.0,3.0,9.0,28.0,9.0,0.0
2005,31.0,2005-07-04,185.0,125.822049665,12.930798759278687,3.686440677966102,191.23782622500002,118.545,45.0,27.77777777777778,51.5,2.6669,22.0,4.0,2.0,18.0,26.0,9.0,0.0
2006,57.0,2006-09-04,247.0,208.343356328,18.590825673442627,3.0442622950819667,242.37836655,31.509,,36.55555555555556,40.666666666666664,4.5602,25.0,8.0,12.0,34.0,17.0,6.0,0.0
2007,26.0,2007-07-16,197.0,285.975958549,15.862708484147545,3.221666666666666,230.74612660300002,339.421,123.57142857142857,33.0,70.5,3.588,31.0,8.0,9.0,30.0,14.0,9.0,0.0
2008,35.0,2008-07-28,210.0,194.56701422499998,16.764345327377047,3.2916666666666665,247.47830503,87.402,44.55555555555556,33.0,58.333333333333336,0.559,17.0,9.0,7.0,24.0,21.0,7.0,0.0
2009,28.0,2009-06-22,173.0,83.96366219299999,12.702081568245903,3.557377049180328,187.361393627,97.27800000000002,27.142857142857142,29.875,69.0,1.438,17.0,2.0,5.0,16.0,21.0,8.0,0.0
2010,24.0,2010-06-28,179.0,117.332147056,12.861745600950819,3.1450000000000005,190.35187572399997,196.15500000000003,73.75,26.11111111111111,64.66666666666667,0.093,18.0,3.0,7.0,24.0,12.0,2.0,0.0
2011,21.0,2011-07-04,185.0,200.633263704,14.47244933219672,3.545901639344263,204.42821727599997,213.86999999999998,42.125,25.444444444444443,70.77777777777777,0.042,28.0,8.0,5.0,23.0,23.0,11.0,0.0
2012,28.0,2012-06-11,163.0,141.411535792,10.43378237972131,3.3491525423728814,150.03203402699998,41.73199999999999,47.666666666666664,27.333333333333332,64.88888888888889,0.005,24.0,4.0,4.0,23.0,15.0,4.0,0.0
2013,30.0,2013-08-05,217.0,141.648005871,17.10359780770492,3.7327868852459014,247.98071275,242.79599999999996,28.333333333333332,24.61,63.24000000000001,0.36,16.0,4.0,1.0,11.0,27.0,6.0,0.0
2014,17.0,2014-06-10,161.0,112.126112879,11.895336871606558,3.514754098360656,150.23949996499996,157.613,29.25,20.25,58.825,0.113,16.0,3.0,2.0,21.0,18.0,8.0,0.0
2015,34.0,2015-08-19,231.0,191.10208661500002,16.1053331547541,3.718032786885245,229.612440061,113.365,39.6,23.2,44.666666666666664,0.233,24.0,6.0,1.0,17.0,29.0,8.0,0.0
2016,16.0,2016-08-15,228.0,232.95018352200003,16.62646889081967,3.8639344262295086,241.52922032500004,51.434,66.5,18.2,49.5,0.163,28.0,8.0,2.0,10.0,27.0,12.0,0.0
2017,21.0,2017-07-31,212.0,126.821833605,16.226675220491806,3.8721311475409834,240.59988243900003,104.909,39.5,16.6,41.0,0.232,24.0,3.0,1.0,13.0,28.0,13.0,0.0
2018,16.0,2018-10-08,281.0,173.53092534000004,13.168129865868853,4.368852459016394,,21.865,,18.4,27.666666666666668,0.614,24.0,5.0,3.0,14.0,35.0,23.0,0.0
