,chl-a_lake,peak_date,peak_day,Pptn,Temp,Wind_speed,PET,Q,TP_catch,TP_lake,colour_lake,CyanoBiovol,Rain_day,Pptn_intense,Wind_under_Q0.2,Wind_under_Q0.4,Wind_over_Q0.6,Wind_over_Q0.8,Temp_subzero
1996,32.6,1996-07-01,183.0,66.794804458,14.42572761032258,4.1580645161290315,111.751350813,61.96900000000001,46.38000000000001,28.950000000000003,21.0,1.83,11.0,2.0,1.0,10.0,17.0,9.0,0.0
1997,29.5,1997-07-03,184.0,72.10183987699999,16.448270938709676,3.599999999999999,125.04998502000004,21.723000000000003,37.975,27.25,23.5,1.85,9.0,3.0,0.0,8.0,11.0,5.0,0.0
1998,28.7,1998-08-26,238.0,90.36629307899999,14.751591753225805,3.3225806451612905,102.13162477300001,32.934,65.36,42.7,,2.28,16.0,2.0,3.0,14.0,11.0,3.0,0.0
1999,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,40.4,2000-08-29,242.0,67.640541176,15.40542572516129,3.1258064516129034,99.34230234,39.040000000000006,42.8,32.0,36.5,4.67,9.0,2.0,2.0,12.0,6.0,1.0,0.0
2001,29.2,2001-08-08,220.0,117.49740858499999,16.544527930967746,3.8774193548387093,124.92419179500001,26.715999999999994,86.0,42.5,72.4,0.551,11.0,5.0,2.0,7.0,14.0,7.0,0.0
2002,38.0,2002-08-28,240.0,37.905925481,20.035529365161295,2.2483870967741937,122.07899871999997,77.497,50.0,31.5,51.6,0.745,4.0,1.0,14.0,25.0,0.0,0.0,0.0
2003,26.5,2003-07-23,204.0,93.206816031,18.719660036129035,3.290322580645162,136.70941347000002,35.78600000000001,62.0,27.0,50.0,1.119,11.0,1.0,4.0,12.0,9.0,3.0,0.0
2004,53.0,2004-06-30,182.0,86.39536707699999,14.429659696451612,4.058064516129032,112.72400351800002,27.758000000000003,,42.0,44.0,5.26,14.0,3.0,2.0,3.0,18.0,7.0,0.0
2005,31.0,2005-07-04,185.0,47.416453929999996,15.687427801612904,3.4862068965517246,116.00383445599999,57.61500000000001,36.5,27.8,51.5,2.6669,7.0,2.0,2.0,10.0,14.0,2.0,0.0
2006,57.0,2006-09-04,247.0,149.52661096800003,17.318626643225805,2.7451612903225806,108.944747104,24.043,,36.2,17.0,4.5602,18.0,6.0,9.0,18.0,7.0,1.0,0.0
2007,26.0,2007-07-16,197.0,211.97660279899998,16.495475639032257,2.913333333333334,127.901320122,221.583,58.0,32.8,74.0,3.588,22.0,4.0,5.0,16.0,3.0,2.0,0.0
2008,35.0,2008-07-28,210.0,112.90768033799999,17.646536548709676,3.1033333333333326,131.81480359399998,68.95100000000001,58.2,33.0,57.5,0.559,8.0,4.0,4.0,11.0,9.0,2.0,0.0
2009,28.0,2009-06-22,173.0,38.813664329000005,14.13911875416129,3.3967741935483873,113.116192751,19.388,23.25,32.0,75.0,1.438,8.0,1.0,4.0,10.0,10.0,4.0,0.0
2010,24.0,2010-06-28,179.0,47.508139798,14.979087228709677,3.1548387096774193,115.22139087100001,58.746999999999986,26.0,25.6,65.5,0.093,8.0,1.0,4.0,11.0,5.0,1.0,0.0
2011,21.0,2011-07-04,185.0,125.821038182,16.345114380967743,3.103225806451613,121.56116271299999,176.04299999999998,57.25,26.2,69.4,0.029,16.0,5.0,2.0,13.0,6.0,2.0,0.0
2012,28.0,2012-06-11,163.0,39.335727415,13.456705921741936,3.5482758620689654,98.10720971699999,41.73199999999999,29.25,29.2,65.0,0.005,9.0,0.0,2.0,10.0,9.0,3.0,0.0
2013,30.0,2013-08-05,217.0,25.30313291,18.797460434838708,3.4419354838709673,130.58810658400003,41.742,29.5,24.933333333333334,56.76666666666667,0.36,5.0,0.0,1.0,9.0,11.0,1.0,0.0
2014,17.0,2014-06-10,161.0,58.90422950400001,15.458594462741935,3.235483870967742,95.43890462300003,45.31999999999999,36.0,19.26666666666667,55.6,0.113,11.0,1.0,1.0,12.0,6.0,2.0,0.0
2015,34.0,2015-08-19,231.0,122.583936607,15.877728077419354,3.590322580645162,114.176290697,78.91,41.333333333333336,23.666666666666668,43.5,0.233,12.0,5.0,1.0,9.0,15.0,2.0,0.0
2016,16.0,2016-08-15,228.0,130.090760046,16.82730252870968,3.85483870967742,116.00363999599999,31.713,59.5,18.666666666666668,48.5,0.163,13.0,6.0,2.0,6.0,15.0,6.0,0.0
2017,21.0,2017-07-31,212.0,45.526849526999996,16.923170862258065,3.72258064516129,125.25015369899998,13.547,45.5,18.0,39.0,0.232,10.0,0.0,1.0,8.0,12.0,6.0,0.0
2018,16.0,2018-10-08,281.0,117.31325137800002,11.02571215316129,4.893548387096774,,17.832,,16.333333333333332,26.0,0.296,12.0,4.0,1.0,2.0,22.0,16.0,0.0
