,CyanoBiovol,peak_date,peak_day,Pptn,Temp,Wind_speed,PET,Q,TP_catch,chl-a_lake,TP_lake,colour_lake,Rain_day,Pptn_intense,Wind_under_Q0.2,Wind_under_Q0.4,Wind_over_Q0.6,Wind_over_Q0.8,Temp_subzero
2006,4.5602,2006-08-07,219.0,29.419835994,20.829293354666667,2.626666666666667,63.106344275,2.686,,47.0,39.666666666666664,53.0,4.0,1.0,3.0,11.0,1.0,0.0,0.0
2007,3.588,2007-07-02,183.0,84.72776659,16.567596181333332,2.935714285714286,63.01496178000001,43.598,52.5,24.0,32.0,74.0,9.0,2.0,2.0,7.0,1.0,1.0,0.0
2008,0.739,2008-08-04,217.0,26.816293868000002,20.581302991333327,2.1142857142857143,59.645320379999994,21.78299999999999,55.333333333333336,35.0,36.0,53.0,5.0,1.0,6.0,11.0,1.0,0.0,0.0
2009,1.586,2009-08-03,215.0,89.46414593600001,16.62869850666667,3.333333333333334,59.167353615,27.05,47.0,23.0,29.5,50.0,10.0,2.0,1.0,6.0,5.0,1.0,0.0
2010,0.224,2010-08-09,221.0,54.70705335099999,17.595531236,3.0400000000000005,58.42756820300001,43.036,78.5,17.0,28.0,60.0,5.0,1.0,2.0,7.0,2.0,2.0,0.0
2011,0.079,2011-07-11,192.0,30.404402289,18.32995492266667,2.9266666666666667,62.43382535200001,35.286,,21.0,26.5,72.0,5.0,0.0,3.0,7.0,3.0,0.0,0.0
2012,0.211,2012-09-24,268.0,48.883336686999996,10.764224434333334,4.593333333333333,30.314749572,43.312000000000005,89.5,12.0,21.666666666666668,64.66666666666667,7.0,2.0,1.0,1.0,10.0,6.0,0.0
2013,0.534,2013-09-20,263.0,49.67878960299999,13.417819169733333,3.113333333333333,33.119640450999995,7.787,34.0,9.3,20.85,46.4,6.0,1.0,4.0,6.0,3.0,3.0,0.0
2014,0.283,2014-07-24,205.0,8.89674447,21.116101991333334,2.957142857142857,72.130412758,3.681,47.0,13.0,25.0,37.2,5.0,0.0,1.0,10.0,3.0,1.0,0.0
2015,0.233,2015-08-05,217.0,102.073132631,15.009354060666663,3.673333333333333,56.59049455,25.333,49.0,28.0,22.5,44.0,9.0,4.0,0.0,4.0,8.0,0.0,0.0
2016,0.166,2016-08-29,242.0,43.27382438400001,16.369083134666663,3.386666666666667,47.362055784000006,26.925999999999995,64.5,16.0,21.75,50.0,7.0,1.0,0.0,4.0,4.0,1.0,0.0
2017,0.258,2017-08-28,240.0,49.06665513500001,15.284336949333332,3.5066666666666673,46.799257260999994,47.995,41.0,19.0,20.5,35.0,5.0,4.0,0.0,5.0,5.0,2.0,0.0
2018,0.614,2018-08-27,239.0,13.706541559,15.280210996,4.260000000000001,,2.118,,11.0,21.5,31.0,4.0,0.0,0.0,4.0,8.0,5.0,0.0
