Date,Pptn,Temp,Wind_speed,PET,Q,TP_catch,chl-a_lake,TP_lake,colour_lake,PTI,Biovolume,CyanoBiovol,colour_van1,chl-a_van1,TP_van1,rel_res_time,Rain_day,Pptn_intense,Wind_under_Q0.1,Wind_under_Q0.2,Wind_under_Q0.3,Wind_under_Q0.4,Wind_under_Q0.5,Wind_over_Q0.5,Wind_over_Q0.6,Wind_over_Q0.7,Wind_over_Q0.8,Wind_over_Q0.9,status_TP_lake,status_chl-a_lake,status_CyanoBiovol,Pptn_lag1M,Temp_lag1M,Wind_speed_lag1M,PET_lag1M,Q_lag1M,TP_catch_lag1M,chl-a_lake_lag1M,TP_lake_lag1M,colour_lake_lag1M,PTI_lag1M,Biovolume_lag1M,CyanoBiovol_lag1M,colour_van1_lag1M,chl-a_van1_lag1M,TP_van1_lag1M,rel_res_time_lag1M,Rain_day_lag1M,Pptn_intense_lag1M,Wind_under_Q0.1_lag1M,Wind_under_Q0.2_lag1M,Wind_under_Q0.3_lag1M,Wind_under_Q0.4_lag1M,Wind_under_Q0.5_lag1M,Wind_over_Q0.5_lag1M,Wind_over_Q0.6_lag1M,Wind_over_Q0.7_lag1M,Wind_over_Q0.8_lag1M,Wind_over_Q0.9_lag1M,status_TP_lake_lag1M,status_chl-a_lake_lag1M,status_CyanoBiovol_lag1M,Month,season_2,Pptn_winterSum,Rain_day_winterSum,Pptn_intense_winterSum,PET_winterSum,Wind_under_Q0.1_winterSum,Wind_under_Q0.2_winterSum,Wind_under_Q0.3_winterSum,Wind_under_Q0.4_winterSum,Wind_under_Q0.5_winterSum,Wind_over_Q0.5_winterSum,Wind_over_Q0.6_winterSum,Wind_over_Q0.7_winterSum,Wind_over_Q0.8_winterSum,Wind_over_Q0.9_winterSum,Pptn_lag2M_sum,Pptn_lag3M_sum,Pptn_lag4M_sum,Pptn_lag5M_sum,Pptn_lag6M_sum,Rain_day_lag2M_sum,Rain_day_lag3M_sum,Rain_day_lag4M_sum,Rain_day_lag5M_sum,Rain_day_lag6M_sum,Pptn_intense_lag2M_sum,Pptn_intense_lag3M_sum,Pptn_intense_lag4M_sum,Pptn_intense_lag5M_sum,Pptn_intense_lag6M_sum,PET_lag2M_sum,PET_lag3M_sum,PET_lag4M_sum,PET_lag5M_sum,PET_lag6M_sum,Wind_under_Q0.1_lag2M_sum,Wind_under_Q0.1_lag3M_sum,Wind_under_Q0.1_lag4M_sum,Wind_under_Q0.1_lag5M_sum,Wind_under_Q0.1_lag6M_sum,Wind_under_Q0.2_lag2M_sum,Wind_under_Q0.2_lag3M_sum,Wind_under_Q0.2_lag4M_sum,Wind_under_Q0.2_lag5M_sum,Wind_under_Q0.2_lag6M_sum,Wind_under_Q0.3_lag2M_sum,Wind_under_Q0.3_lag3M_sum,Wind_under_Q0.3_lag4M_sum,Wind_under_Q0.3_lag5M_sum,Wind_under_Q0.3_lag6M_sum,Wind_under_Q0.4_lag2M_sum,Wind_under_Q0.4_lag3M_sum,Wind_under_Q0.4_lag4M_sum,Wind_under_Q0.4_lag5M_sum,Wind_under_Q0.4_lag6M_sum,Wind_under_Q0.5_lag2M_sum,Wind_under_Q0.5_lag3M_sum,Wind_under_Q0.5_lag4M_sum,Wind_under_Q0.5_lag5M_sum,Wind_under_Q0.5_lag6M_sum,Wind_over_Q0.5_lag2M_sum,Wind_over_Q0.5_lag3M_sum,Wind_over_Q0.5_lag4M_sum,Wind_over_Q0.5_lag5M_sum,Wind_over_Q0.5_lag6M_sum,Wind_over_Q0.6_lag2M_sum,Wind_over_Q0.6_lag3M_sum,Wind_over_Q0.6_lag4M_sum,Wind_over_Q0.6_lag5M_sum,Wind_over_Q0.6_lag6M_sum,Wind_over_Q0.7_lag2M_sum,Wind_over_Q0.7_lag3M_sum,Wind_over_Q0.7_lag4M_sum,Wind_over_Q0.7_lag5M_sum,Wind_over_Q0.7_lag6M_sum,Wind_over_Q0.8_lag2M_sum,Wind_over_Q0.8_lag3M_sum,Wind_over_Q0.8_lag4M_sum,Wind_over_Q0.8_lag5M_sum,Wind_over_Q0.8_lag6M_sum,Wind_over_Q0.9_lag2M_sum,Wind_over_Q0.9_lag3M_sum,Wind_over_Q0.9_lag4M_sum,Wind_over_Q0.9_lag5M_sum,Wind_over_Q0.9_lag6M_sum,TP_catch_lag2M_av,TP_catch_lag3M_av,Temp_lag2M_av,Temp_lag3M_av,Q_lag2M_av,Q_lag3M_av,rel_res_time_lag2M_av,rel_res_time_lag3M_av,Season,chl-a_lake_prevSummer,TP_lake_prevSummer,CyanoBiovol_prevSummer,status_chl-a_lake_prevSummer,status_TP_lake_prevSummer,status_CyanoBiovol_prevSummer,chl-a_van1_prevSummer,TP_van1_prevSummer
1996-07-31,27.760550412,14.767497567096772,3.790322580645161,121.381906184,0.6499000000000001,69.56,27.65,32.4,19.5,,4.254999999999999,3.125,22.5,8.399999999999999,19.55,2.221612378333821,20,1,1.0,1.0,1.0,7.0,10.0,21.0,19.0,9.0,2.0,1.0,M,PB,PB,64.535698556,13.291172496766665,4.199999999999999,107.89031185999998,2.1097586206896555,46.14999999999999,16.5,27.6,22.0,,1.8699999999999997,0.12,24.0,5.6,15.7,0.5938649977895382,25.0,2.0,0.0,1.0,2.0,10.0,13.0,17.0,17.0,12.0,9.0,6.0,M,M,HG,7,1,183.377878449,150.0,5.0,48.107489607,73.0,87.0,101.0,124.0,139.0,43.0,38.0,29.0,16.0,9.0,144.36932517400007,166.34778247200038,167.02008245399986,199.99563456199968,237.3690244459993,52.0,78.0,96.0,118.0,146.0,5.0,5.0,5.0,7.0,7.0,178.94288064499992,210.69622898900005,214.77566067900017,214.77566067900023,214.77566067900005,1.0,5.0,12.0,28.0,44.0,5.0,12.0,24.0,40.0,59.0,7.0,18.0,33.0,49.0,72.0,19.0,34.0,53.0,71.0,99.0,28.0,47.0,70.0,93.0,122.0,31.0,42.0,50.0,56.0,58.0,28.0,37.0,42.0,47.0,48.0,20.0,27.0,29.0,33.0,34.0,13.0,17.0,17.0,20.0,20.0,8.0,9.0,9.0,9.0,9.0,133.56250000000003,183.52833333333322,10.629672302302692,8.371435644424006,4.365734149054504,4.516811654925227,0.38829068008004436,0.383014476358702,summ,25.55,29.65,,PB,M,,10.075,24.95
1996-08-31,71.153705728,16.901620400967747,3.303225806451613,111.85502877299999,0.40403225806451615,47.800000000000004,22.8,33.4,18.0,,6.11,4.23,19.0,6.6,15.0,3.6693035780305285,22,3,4.0,5.0,7.0,11.0,14.0,15.0,12.0,8.0,6.0,1.0,M,PB,PB,27.760550412,14.767497567096772,3.790322580645161,121.381906184,0.6499000000000001,69.56,27.65,32.4,19.5,,4.254999999999999,3.125,22.5,8.399999999999999,19.55,2.221612378333821,20.0,1.0,1.0,1.0,1.0,7.0,10.0,21.0,19.0,9.0,2.0,1.0,M,PB,PB,8,1,183.377878449,150.0,5.0,48.107489607,73.0,87.0,101.0,124.0,139.0,43.0,38.0,29.0,16.0,9.0,92.29624896800009,172.1298755860004,194.10833288399985,194.78063286599968,227.75618497399927,45.0,72.0,98.0,116.0,138.0,3.0,6.0,6.0,6.0,8.0,229.27221804399989,300.32478682900006,332.0781351730002,336.1575668630002,336.15756686300006,1.0,2.0,6.0,13.0,29.0,2.0,6.0,13.0,25.0,41.0,3.0,8.0,19.0,34.0,50.0,17.0,26.0,41.0,60.0,78.0,23.0,38.0,57.0,80.0,103.0,38.0,52.0,63.0,71.0,77.0,36.0,47.0,56.0,61.0,66.0,21.0,29.0,36.0,38.0,42.0,11.0,15.0,19.0,19.0,22.0,7.0,9.0,10.0,10.0,10.0,57.85500000000003,112.22833333333325,14.029335031931723,12.008947390567373,1.3798293103448263,3.127122766036338,1.4077386880616778,0.9993979128313044,summ,25.55,29.65,,PB,M,,10.075,24.95
1996-09-30,81.099450279,8.7955393553,2.643333333333332,60.312717668999994,0.8087586206896552,116.55,16.6,30.95,13.5,,4.8149999999999995,4.234999999999999,15.5,6.199999999999999,12.2,2.216384298875397,27,5,9.0,15.0,16.0,20.0,23.0,7.0,7.0,5.0,3.0,2.0,M,M,PB,71.153705728,16.901620400967747,3.303225806451613,111.85502877299999,0.40403225806451615,47.800000000000004,22.8,33.4,18.0,,6.11,4.23,19.0,6.6,15.0,3.6693035780305285,22.0,3.0,4.0,5.0,7.0,11.0,14.0,15.0,12.0,8.0,6.0,1.0,M,PB,PB,9,1,183.377878449,150.0,5.0,48.107489607,73.0,87.0,101.0,124.0,139.0,43.0,38.0,29.0,16.0,9.0,98.91425614000008,163.44995469600042,243.28358131399986,265.2620386119996,265.9343385939993,42.0,67.0,94.0,120.0,138.0,4.0,6.0,9.0,9.0,9.0,233.2369349569999,341.12724681700007,412.17981560200013,443.93316394600026,448.012595636,5.0,5.0,6.0,10.0,17.0,6.0,7.0,11.0,18.0,30.0,8.0,10.0,15.0,26.0,41.0,18.0,28.0,37.0,52.0,71.0,24.0,37.0,52.0,71.0,94.0,36.0,53.0,67.0,78.0,86.0,31.0,48.0,59.0,68.0,73.0,17.0,29.0,37.0,44.0,46.0,8.0,17.0,21.0,25.0,25.0,2.0,8.0,10.0,11.0,11.0,58.68000000000004,54.503333333333266,15.834558984032263,14.986763488277054,0.5269661290322567,1.0545636262513913,2.945457978182173,2.1615936513846292,aut,25.55,29.65,,PB,M,,10.075,24.95
1996-10-31,136.139414369,7.197920749161288,3.5935483870967735,35.426366239,8.569516129032259,155.225,,,,,,,,,,0.16608172238135885,29,8,4.0,6.0,7.0,14.0,16.0,15.0,14.0,11.0,7.0,4.0,,,,81.099450279,8.7955393553,2.643333333333332,60.312717668999994,0.8087586206896552,116.55,16.6,30.95,13.5,,4.8149999999999995,4.234999999999999,15.5,6.199999999999999,12.2,2.216384298875397,27.0,5.0,9.0,15.0,16.0,20.0,23.0,7.0,7.0,5.0,3.0,2.0,M,M,PB,10,0,183.377878449,150.0,5.0,48.107489607,73.0,87.0,101.0,124.0,139.0,43.0,38.0,29.0,16.0,9.0,152.2531560070001,180.0137064190004,244.54940497499985,324.3830315929996,346.3614888909993,49.0,69.0,94.0,121.0,147.0,8.0,9.0,11.0,14.0,14.0,172.1677464419999,293.54965262600007,401.4399644860001,472.49253327100024,504.24588161500003,13.0,14.0,14.0,15.0,19.0,20.0,21.0,22.0,26.0,33.0,23.0,24.0,26.0,31.0,42.0,31.0,38.0,48.0,57.0,72.0,37.0,47.0,60.0,75.0,94.0,22.0,43.0,60.0,74.0,85.0,19.0,38.0,55.0,66.0,75.0,13.0,22.0,34.0,42.0,49.0,9.0,11.0,20.0,24.0,28.0,3.0,4.0,10.0,12.0,13.0,82.17500000000004,77.96999999999993,12.848579878133878,13.488219107788167,0.6063954393770843,0.6208969595847247,2.9428439384529606,2.7024334184132486,aut,25.55,29.65,,PB,M,,10.075,24.95
1996-11-30,121.68716175100003,0.22200556600000043,3.0333333333333337,6.851527021,11.211599999999999,204.33333333333334,,,,,,,,,,0.12198858880241097,26,5,4.0,7.0,8.0,14.0,20.0,9.0,8.0,5.0,3.0,2.0,,,,136.139414369,7.197920749161288,3.5935483870967735,35.426366239,8.569516129032259,155.225,,,,,,,,,,0.16608172238135885,29.0,8.0,4.0,6.0,7.0,14.0,16.0,15.0,14.0,11.0,7.0,4.0,,,,11,0,183.377878449,150.0,5.0,48.107489607,73.0,87.0,101.0,124.0,139.0,43.0,38.0,29.0,16.0,9.0,217.2388646480001,288.39257037600044,316.15312078799985,380.6888193439996,460.52244596199927,56.0,78.0,98.0,123.0,150.0,13.0,16.0,17.0,19.0,22.0,95.73908390799991,207.59411268100007,328.9760188650001,436.86633072500024,507.91889951,13.0,17.0,18.0,18.0,19.0,21.0,26.0,27.0,28.0,32.0,23.0,30.0,31.0,33.0,38.0,34.0,45.0,52.0,62.0,71.0,39.0,53.0,63.0,76.0,91.0,22.0,37.0,58.0,75.0,89.0,21.0,33.0,52.0,69.0,80.0,16.0,24.0,33.0,45.0,53.0,10.0,16.0,18.0,27.0,31.0,6.0,7.0,8.0,14.0,16.0,135.88750000000002,106.52499999999992,7.996730052230648,10.965026835143007,4.689137374860955,3.2607690025954774,1.1912330106283755,2.017256533095761,aut,25.55,29.65,,PB,M,,10.075,24.95
1996-12-31,50.115950934000004,-4.9395206505483875,2.338709677419355,0.3897346159999999,9.041741935483872,50.63333333333333,,,,,,,,,,0.2015066925930947,28,3,12.0,16.0,17.0,22.0,22.0,8.0,7.0,7.0,5.0,4.0,,,,121.68716175100003,0.22200556600000043,3.0333333333333337,6.851527021,11.211599999999999,204.33333333333334,,,,,,,,,,0.12198858880241097,26.0,5.0,4.0,7.0,8.0,14.0,20.0,9.0,8.0,5.0,3.0,2.0,,,,12,0,183.377878449,150.0,5.0,48.107489607,73.0,87.0,101.0,124.0,139.0,43.0,38.0,29.0,16.0,9.0,257.82657612000014,338.9260263990004,410.0797321269999,437.84028253899965,502.3759810949993,55.0,82.0,104.0,124.0,149.0,13.0,18.0,21.0,22.0,24.0,42.277893259999914,102.59061092900009,214.4456397020001,335.8275458860002,443.717857746,8.0,17.0,21.0,22.0,22.0,13.0,28.0,33.0,34.0,35.0,15.0,31.0,38.0,39.0,41.0,28.0,48.0,59.0,66.0,76.0,36.0,59.0,73.0,83.0,96.0,24.0,31.0,46.0,67.0,84.0,22.0,29.0,41.0,60.0,77.0,16.0,21.0,29.0,38.0,50.0,10.0,13.0,19.0,21.0,30.0,6.0,8.0,9.0,10.0,16.0,179.77916666666667,158.7027777777777,3.7099631575806473,5.405155223487092,9.890558064516126,6.863291583240639,0.1440351555918824,0.8348182033530552,wint,25.55,29.65,,PB,M,,10.075,24.95
1997-01-31,14.489156954999997,-4.530958228709677,2.4096774193548383,0.004703508,0.7045666666666667,45.724999999999994,,,,,,,,,,1.6011234382938788,29,0,15.0,17.0,18.0,18.0,20.0,11.0,11.0,7.0,5.0,3.0,,,,50.115950934000004,-4.9395206505483875,2.338709677419355,0.3897346159999999,9.041741935483872,50.63333333333333,,,,,,,,,,0.2015066925930947,28.0,3.0,12.0,16.0,17.0,22.0,22.0,8.0,7.0,7.0,5.0,4.0,,,,1,0,435.92284598000003,163.0,22.0,57.345430066,38.0,52.0,59.0,81.0,99.0,81.0,73.0,56.0,40.0,27.0,171.80311268500014,307.94252705400044,389.04197733299986,460.19568306099967,487.95623347299926,54.0,83.0,110.0,132.0,152.0,8.0,16.0,21.0,24.0,25.0,7.241261636999916,42.6676278760001,102.98034554500012,214.83537431800022,336.217280502,16.0,20.0,29.0,33.0,34.0,23.0,29.0,44.0,49.0,50.0,25.0,32.0,48.0,55.0,56.0,36.0,50.0,70.0,81.0,88.0,42.0,58.0,81.0,95.0,105.0,17.0,32.0,39.0,54.0,75.0,15.0,29.0,36.0,48.0,67.0,12.0,23.0,28.0,36.0,45.0,8.0,15.0,18.0,24.0,26.0,6.0,10.0,12.0,13.0,14.0,127.48333333333333,136.73055555555547,-2.3587575422741907,0.826801888204295,10.126670967741934,9.607619354838713,0.16174764069775033,0.1631923345922878,wint,23.65,31.450000000000003,2.6500000000000004,PB,M,PB,7.25,17.45
1997-02-28,91.84511257599999,-0.17692861957142872,4.5357142857142865,1.210401914,4.804428571428572,108.6,,,,,,,,,,0.8781927248696393,24,5,2.0,2.0,4.0,6.0,11.0,17.0,16.0,13.0,11.0,7.0,,,,14.489156954999997,-4.530958228709677,2.4096774193548383,0.004703508,0.7045666666666667,45.724999999999994,,,,,,,,,,1.6011234382938788,29.0,0.0,15.0,17.0,18.0,18.0,20.0,11.0,11.0,7.0,5.0,3.0,,,,2,0,435.92284598000003,163.0,22.0,57.345430066,38.0,52.0,59.0,81.0,99.0,81.0,73.0,56.0,40.0,27.0,64.60510788900011,186.29226964000043,322.43168400899987,403.53113428799963,474.68484001599927,57.0,83.0,112.0,139.0,161.0,3.0,8.0,16.0,21.0,24.0,0.3944381239999162,7.245965145000099,42.67233138400013,102.98504905300024,214.84007782599997,27.0,31.0,35.0,44.0,48.0,33.0,40.0,46.0,61.0,66.0,35.0,43.0,50.0,66.0,73.0,40.0,54.0,68.0,88.0,99.0,42.0,62.0,78.0,101.0,115.0,19.0,28.0,43.0,50.0,65.0,18.0,26.0,40.0,47.0,59.0,14.0,19.0,30.0,35.0,43.0,10.0,13.0,20.0,23.0,29.0,7.0,9.0,13.0,15.0,16.0,48.17916666666666,100.23055555555545,-4.735239439629029,-3.0828244377526937,4.873154301075268,6.985969534050182,0.9013150654434842,0.6415395732297945,wint,23.65,31.450000000000003,2.6500000000000004,PB,M,PB,7.25,17.45
1997-03-31,21.646049395000002,1.943543010451613,4.199999999999999,13.462696767999999,4.122645161290321,69.80000000000001,,,,,,,,,,0.30227411540018434,27,1,1.0,4.0,5.0,7.0,10.0,21.0,17.0,13.0,9.0,7.0,,,,91.84511257599999,-0.17692861957142872,4.5357142857142865,1.210401914,4.804428571428572,108.6,,,,,,,,,,0.8781927248696393,24.0,5.0,2.0,2.0,4.0,6.0,11.0,17.0,16.0,13.0,11.0,7.0,,,,3,0,435.92284598000003,163.0,22.0,57.345430066,38.0,52.0,59.0,81.0,99.0,81.0,73.0,56.0,40.0,27.0,106.33426953100007,156.45022046500043,278.1373822159998,414.27679658499966,495.3762468639993,53.0,81.0,107.0,136.0,163.0,5.0,8.0,13.0,21.0,26.0,1.2151054219999162,1.6048400380000993,8.456367059000137,43.88273329800025,104.19545096699997,17.0,29.0,33.0,37.0,46.0,19.0,35.0,42.0,48.0,63.0,22.0,39.0,47.0,54.0,70.0,24.0,46.0,60.0,74.0,94.0,31.0,53.0,73.0,89.0,112.0,28.0,36.0,45.0,60.0,67.0,27.0,34.0,42.0,56.0,63.0,20.0,27.0,32.0,43.0,48.0,16.0,21.0,24.0,31.0,34.0,10.0,14.0,16.0,20.0,22.0,77.1625,68.31944444444436,-2.35394342414055,-3.2158024996098367,2.7544976190476183,4.850245724526373,1.2396580815817566,0.8936076185855373,spr,23.65,31.450000000000003,2.6500000000000004,PB,M,PB,7.25,17.45
1997-04-30,9.54042265,4.083540340233333,4.586666666666667,31.397485253000013,2.012,38.599999999999994,,,,,,,,,,0.5243851869168853,25,0,1.0,3.0,3.0,6.0,6.0,23.0,20.0,18.0,13.0,6.0,,,,21.646049395000002,1.943543010451613,4.199999999999999,13.462696767999999,4.122645161290321,69.80000000000001,,,,,,,,,,0.30227411540018434,27.0,1.0,1.0,4.0,5.0,7.0,10.0,21.0,17.0,13.0,9.0,7.0,,,,4,1,435.92284598000003,163.0,22.0,57.345430066,38.0,52.0,59.0,81.0,99.0,81.0,73.0,56.0,40.0,27.0,113.49116197100008,127.98031892600042,178.09626985999978,299.7834316109996,435.9228459799993,51.0,80.0,108.0,134.0,163.0,6.0,6.0,9.0,14.0,22.0,14.673098681999916,14.677802190000099,15.067536806000138,21.91906382700025,57.34543006599998,3.0,18.0,30.0,34.0,38.0,6.0,23.0,39.0,46.0,52.0,9.0,27.0,44.0,52.0,59.0,13.0,31.0,53.0,67.0,81.0,21.0,41.0,63.0,83.0,99.0,38.0,49.0,57.0,66.0,81.0,33.0,44.0,51.0,59.0,73.0,26.0,33.0,40.0,45.0,56.0,20.0,25.0,30.0,33.0,40.0,14.0,17.0,21.0,23.0,27.0,89.2,74.70833333333326,0.8833071954400951,-0.92144794594317,4.463536866359445,3.2105467997951895,0.5902334201349093,0.9271967595212338,spr,23.65,31.450000000000003,2.6500000000000004,PB,M,PB,7.25,17.45
1997-05-31,63.117318057999995,8.65233598703226,3.3967741935483877,71.861047982,4.174612903225806,37.125,,,,,,,,,,0.316879686181738,29,3,1.0,5.0,8.0,13.0,15.0,16.0,14.0,8.0,6.0,0.0,,,,9.54042265,4.083540340233333,4.586666666666667,31.397485253000013,2.012,38.599999999999994,,,,,,,,,,0.5243851869168853,25.0,0.0,1.0,3.0,3.0,6.0,6.0,23.0,20.0,18.0,13.0,6.0,,,,5,1,435.92284598000003,163.0,22.0,57.345430066,38.0,52.0,59.0,81.0,99.0,81.0,73.0,56.0,40.0,27.0,31.186472045000087,123.03158462100043,137.52074157599978,187.6366925099996,309.32385426099927,52.0,76.0,105.0,133.0,159.0,1.0,6.0,6.0,9.0,14.0,44.86018202099993,46.070583935000116,46.07528744300015,46.46502205900026,53.316549079999994,2.0,4.0,19.0,31.0,35.0,7.0,9.0,26.0,42.0,49.0,8.0,12.0,30.0,47.0,55.0,13.0,19.0,37.0,59.0,73.0,16.0,27.0,47.0,69.0,89.0,44.0,61.0,72.0,80.0,89.0,37.0,53.0,64.0,71.0,79.0,31.0,44.0,51.0,58.0,63.0,22.0,33.0,38.0,43.0,46.0,13.0,20.0,23.0,27.0,29.0,54.2,72.33333333333327,3.013541675342476,1.9500515770378335,3.0673225806451594,3.646357910906301,0.41332965115853226,0.568284009062236,spr,23.65,31.450000000000003,2.6500000000000004,PB,M,PB,7.25,17.45
1997-06-30,71.98599612499999,15.500206925666669,3.576666666666667,118.45846555400001,0.7879655172413795,36.779999999999994,15.4,22.2,27.0,,1.77,0.18,33.0,10.8,20.0,1.4962650391190764,27,4,0.0,0.0,3.0,8.0,13.0,15.0,13.0,8.0,4.0,0.0,M,M,HG,63.117318057999995,8.65233598703226,3.3967741935483877,71.861047982,4.174612903225806,37.125,,,,,,,,,,0.316879686181738,29.0,3.0,1.0,5.0,8.0,13.0,15.0,16.0,14.0,8.0,6.0,0.0,,,,6,1,435.92284598000003,163.0,22.0,57.345430066,38.0,52.0,59.0,81.0,99.0,81.0,73.0,56.0,40.0,27.0,72.65774070800008,94.30379010300044,186.14890267899978,200.63805963399957,250.75401056799927,54.0,81.0,105.0,134.0,162.0,3.0,4.0,9.0,9.0,12.0,103.25853323499993,116.72123000300012,117.93163191700015,117.93633542500027,118.326070041,2.0,3.0,5.0,20.0,32.0,8.0,12.0,14.0,31.0,47.0,11.0,16.0,20.0,38.0,55.0,19.0,26.0,32.0,50.0,72.0,21.0,31.0,42.0,62.0,84.0,39.0,60.0,77.0,88.0,96.0,34.0,51.0,67.0,78.0,85.0,26.0,39.0,52.0,59.0,66.0,19.0,28.0,39.0,44.0,49.0,6.0,13.0,20.0,23.0,27.0,37.8625,48.50833333333327,6.367938163632799,4.893139779239063,3.0933064516129023,3.4364193548387125,0.4206324365493091,0.3811796628329356,summ,23.65,31.450000000000003,2.6500000000000004,PB,M,PB,7.25,17.45
1997-07-31,45.854300599,17.946106051935484,2.9806451612903224,138.374132435,0.4455517241379311,39.975,23.85,33.3,17.5,,3.875,1.885,23.0,9.5,14.95,2.452310655705295,23,2,2.0,4.0,8.0,14.0,20.0,7.0,5.0,3.0,2.0,0.0,M,PB,M,71.98599612499999,15.500206925666669,3.576666666666667,118.45846555400001,0.7879655172413795,36.779999999999994,15.4,22.2,27.0,,1.77,0.18,33.0,10.8,20.0,1.4962650391190764,27.0,4.0,0.0,0.0,3.0,8.0,13.0,15.0,13.0,8.0,4.0,0.0,M,M,HG,7,1,435.92284598000003,163.0,22.0,57.345430066,38.0,52.0,59.0,81.0,99.0,81.0,73.0,56.0,40.0,27.0,135.10331418300004,144.64373683300042,166.28978622799977,258.1348988039996,272.62405575899925,56.0,81.0,108.0,132.0,161.0,7.0,7.0,8.0,13.0,13.0,190.31951353599993,221.71699878900012,235.17969555700017,236.39009747100027,236.39480097900002,1.0,2.0,3.0,5.0,20.0,5.0,8.0,12.0,14.0,31.0,11.0,14.0,19.0,23.0,41.0,21.0,27.0,34.0,40.0,58.0,28.0,34.0,44.0,55.0,75.0,31.0,54.0,75.0,92.0,103.0,27.0,47.0,64.0,80.0,91.0,16.0,34.0,47.0,60.0,67.0,10.0,23.0,32.0,43.0,48.0,0.0,6.0,13.0,20.0,23.0,36.9525,37.5016666666666,12.076271456349467,9.412027750977416,2.4812892102335917,2.3248594734890657,0.9065723626504048,0.7791766374058996,summ,23.65,31.450000000000003,2.6500000000000004,PB,M,PB,7.25,17.45
1997-08-31,56.16928015399999,19.10650317806451,3.0225806451612898,123.569884734,0.2982903225806452,46.150000000000006,27.2,32.5,18.0,,6.06,1.74,18.0,5.8,15.2,4.975521432518178,27,4,2.0,5.0,7.0,14.0,20.0,11.0,6.0,4.0,2.0,0.0,M,PB,M,45.854300599,17.946106051935484,2.9806451612903224,138.374132435,0.4455517241379311,39.975,23.85,33.3,17.5,,3.875,1.885,23.0,9.5,14.95,2.452310655705295,23.0,2.0,2.0,4.0,8.0,14.0,20.0,7.0,5.0,3.0,2.0,0.0,M,PB,M,8,1,435.92284598000003,163.0,22.0,57.345430066,38.0,52.0,59.0,81.0,99.0,81.0,73.0,56.0,40.0,27.0,117.84029672400004,180.9576147820004,190.49803743199976,212.1440868269996,303.98919940299925,50.0,79.0,104.0,131.0,155.0,6.0,9.0,9.0,10.0,15.0,256.8325979889999,328.69364597100014,360.09113122400015,373.5538279920003,374.764229906,2.0,3.0,4.0,5.0,7.0,4.0,9.0,12.0,16.0,18.0,11.0,19.0,22.0,27.0,31.0,22.0,35.0,41.0,48.0,54.0,33.0,48.0,54.0,64.0,75.0,22.0,38.0,61.0,82.0,99.0,18.0,32.0,52.0,69.0,85.0,11.0,19.0,37.0,50.0,63.0,6.0,12.0,25.0,34.0,45.0,0.0,0.0,6.0,13.0,20.0,38.3775,37.95999999999993,16.72315648880108,14.032882988211467,0.6167586206896543,1.8027100482017093,1.974287847412183,1.4218184603353696,summ,23.65,31.450000000000003,2.6500000000000004,PB,M,PB,7.25,17.45
1997-09-30,98.99237487599997,11.460732333733334,3.4033333333333347,67.18352062400001,1.2629285714285718,70.70000000000002,24.049999999999997,27.6,17.0,,3.9999999999999996,2.26,17.0,8.4,13.6,1.1707597666560108,27,5,1.0,7.0,9.0,12.0,15.0,15.0,12.0,8.0,4.0,2.0,M,PB,PB,56.16928015399999,19.10650317806451,3.0225806451612898,123.569884734,0.2982903225806452,46.150000000000006,27.2,32.5,18.0,,6.06,1.74,18.0,5.8,15.2,4.975521432518178,27.0,4.0,2.0,5.0,7.0,14.0,20.0,11.0,6.0,4.0,2.0,0.0,M,PB,M,9,1,435.92284598000003,163.0,22.0,57.345430066,38.0,52.0,59.0,81.0,99.0,81.0,73.0,56.0,40.0,27.0,102.02358075300003,174.0095768780004,237.12689493599973,246.6673175859996,268.31336698099926,50.0,77.0,106.0,131.0,158.0,6.0,10.0,13.0,13.0,14.0,261.94401716899995,380.4024827230001,452.2635307050001,483.66101595800035,497.12371272600006,4.0,4.0,5.0,6.0,7.0,9.0,9.0,14.0,17.0,21.0,15.0,18.0,26.0,29.0,34.0,28.0,36.0,49.0,55.0,62.0,40.0,53.0,68.0,74.0,84.0,18.0,33.0,49.0,72.0,93.0,11.0,24.0,38.0,58.0,75.0,7.0,15.0,23.0,41.0,54.0,4.0,8.0,14.0,27.0,36.0,0.0,0.0,0.0,6.0,13.0,43.0625,40.96833333333327,18.526304615000004,17.517605385222215,0.3719210233592871,0.5106025213199891,3.7139160441117345,2.974699042447517,aut,23.65,31.450000000000003,2.6500000000000004,PB,M,PB,7.25,17.45
