Date,TP,TDP,SRP,SS,SS_min
1996-06-24,36.2,,,6.8,5.5
1996-07-01,47.3,,,7.5,4.9
1996-07-08,173.0,,,26.3,22.6
1996-07-15,45.8,,,6.6,4.6
1996-07-23,39.2,,,7.6,4.7
1996-07-30,42.5,,,10.6,8.1
1996-08-05,40.7,,,4.8,1.8
1996-08-12,32.0,,,3.9,2.0
1996-08-19,39.6,,,5.5,2.7
1996-08-26,78.9,,,12.9,10.3
1996-09-09,63.1,,,10.7,8.9
1996-09-16,63.8,,,10.3,8.3
1996-09-23,53.3,,,6.4,5.4
1996-09-30,286.0,,,200.0,182.0
1996-10-07,60.1,,,17.3,14.7
1996-10-14,88.9,,,25.6,22.6
1996-10-21,55.9,,,18.5,15.1
1996-10-28,416.0,,,263.0,236.0
1996-11-04,106.0,,,48.3,42.7
1996-11-11,37.0,,,10.4,8.9
1996-11-18,470.0,,,248.0,226.0
1996-12-02,43.2,,,9.5,7.6
1996-12-09,82.9,,,32.1,29.0
1996-12-16,25.8,,,5.7,4.7
1997-01-06,25.7,,,4.2,3.5
1997-01-13,31.2,,,4.7,3.4
1997-01-20,88.8,,,14.5,12.1
1997-01-27,37.2,,,5.6,3.5
1997-02-03,34.5,,,5.0,3.6
1997-02-10,221.0,,,157.0,145.0
1997-02-17,47.9,,,14.7,12.6
1997-02-24,131.0,,,73.0,67.0
1997-03-03,175.0,,,116.0,105.0
1997-03-10,45.4,,,18.3,16.0
1997-03-17,32.7,,,9.1,7.7
1997-03-24,26.1,,,7.3,6.1
1997-04-01,41.1,,,13.9,12.5
1997-04-07,37.0,,,9.7,7.9
1997-04-14,42.5,,,12.8,11.1
1997-04-21,41.8,,,8.5,7.2
1997-04-28,30.6,,,6.2,4.7
1997-05-05,34.7,,,9.6,8.1
1997-05-12,31.2,,,11.3,9.7
1997-05-20,28.0,,,8.4,7.3
1997-05-26,54.6,,,24.8,22.0
1997-06-02,32.0,,,8.0,6.2
1997-06-09,41.7,,,7.9,5.1
1997-06-16,32.3,,,6.7,3.9
1997-06-23,30.7,,,7.5,5.0
1997-06-30,47.2,,,8.9,6.3
1997-07-08,45.2,,,10.0,5.4
1997-07-14,32.2,,,6.6,3.4
1997-07-21,32.4,,,6.2,3.2
1997-07-28,50.1,,,12.8,10.1
1997-08-04,80.7,,,15.8,12.6
1997-08-11,41.3,,,7.8,6.4
1997-08-18,36.8,,,5.4,3.3
1997-08-25,25.8,,,2.5,1.1
1997-09-01,34.1,,,5.6,2.6
1997-09-08,117.0,,,31.5,27.8
1997-09-15,105.0,,,40.4,34.9
1997-09-22,37.8,,,9.0,8.0
1997-09-29,59.6,,,17.8,11.6
1997-10-06,54.4,,,12.9,11.0
1997-10-13,31.2,,,7.5,6.4
1997-10-20,47.2,,,12.3,10.5
1997-10-27,21.0,,,4.2,3.5
1997-11-03,24.6,,,4.6,3.7
1997-11-10,150.0,,,62.7,57.0
1997-11-17,27.6,,,7.0,5.9
1997-11-24,24.9,,,5.3,4.3
1997-12-01,24.2,,,4.3,3.3
1997-12-08,102.0,,,64.0,57.2
1997-12-15,43.5,,,11.4,9.8
1998-01-05,116.0,,,48.5,
1998-01-12,83.9,,,13.7,
1998-01-19,28.3,,,10.0,
1998-01-26,24.1,,,5.0,
1998-02-02,23.9,,,3.7,
1998-02-09,58.5,,,20.3,
1998-02-16,50.2,,,14.1,
1998-02-23,172.0,,,68.8,
1998-03-02,31.6,,,6.8,
1998-03-09,25.7,,,5.5,
1998-03-16,31.8,,,5.4,
1998-03-23,32.4,,,5.9,
1998-03-30,77.7,,,19.8,
1998-04-06,26.3,,,8.4,
1998-04-14,43.1,,,12.5,
1998-04-20,36.7,,,20.9,
1998-04-27,251.0,,,106.0,
1998-05-04,39.4,,,13.2,
1998-05-11,31.1,,,9.6,
1998-05-18,31.7,,,8.5,
1998-05-25,33.5,,,6.0,
1998-06-02,37.9,,,6.0,
1998-06-08,42.7,,,8.2,
1998-06-15,42.2,,,7.5,
1998-06-22,40.5,,,8.0,
1998-06-29,76.5,,,20.7,
1998-07-06,38.6,,,8.0,
1998-07-13,32.2,,,8.0,
1998-07-20,49.3,,,9.1,
1998-07-27,39.8,,,6.2,
1998-08-03,53.0,,,10.5,
1998-08-10,47.3,,,4.9,
1998-08-17,124.0,,,37.3,
1998-08-24,62.7,,,9.09,
1998-08-31,44.0,,,5.9,
1998-09-07,30.8,,,4.9,
1998-09-14,208.0,,,71.7,
1998-09-21,37.3,,,6.8,
1998-09-28,36.2,,,4.9,
1998-10-05,35.2,,,5.4,
1998-10-12,201.0,,,50.0,
1998-10-20,92.6,,,10.5,
1998-10-26,202.0,,,32.4,
1998-11-02,47.2,,,8.7,
1998-11-09,35.8,,,6.0,
1998-11-16,38.1,,,6.1,
1998-11-23,229.0,,,61.3,
1998-11-30,34.9,,,6.1,
1998-12-07,54.7,,,7.0,
1998-12-14,29.0,,,4.8,
1998-12-21,60.6,,,10.4,
1998-12-28,356.0,,,115.0,
1999-01-18,184.0,,,106.0,
1999-01-24,68.2,,,17.7,
1999-02-01,32.3,,,5.6,
1999-02-08,35.0,,,5.6,
1999-02-15,26.8,,,4.3,
1999-02-22,27.8,,,5.2,
1999-03-01,537.0,,,138.0,
1999-03-08,36.3,,,9.1,
1999-03-15,28.1,,,5.3,
1999-03-22,49.2,,,15.8,
1999-03-29,293.0,,,126.0,
1999-04-05,80.9,,,34.6,
1999-04-12,49.1,,,19.2,
1999-04-19,268.0,,,109.0,
1999-04-26,35.0,,,10.2,
1999-05-03,32.4,,,7.7,
1999-05-10,69.1,,,8.1,
1999-05-18,24.0,,,6.7,
1999-05-25,28.0,,,6.6,
1999-05-31,30.4,,,7.5,
1999-06-07,37.3,,,7.6,
1999-06-14,53.4,,,13.0,
1999-06-21,81.1,,,29.6,
1999-06-28,55.8,,,17.4,
1999-07-05,38.4,,,10.6,
1999-07-12,33.7,,,8.2,
1999-07-19,45.4,,,8.5,
1999-07-26,56.4,,,11.5,
1999-08-02,39.8,,,6.0,
1999-08-09,38.1,,,6.4,
1999-08-16,49.0,,,6.5,
1999-08-23,41.8,,,8.5,
1999-08-30,36.0,,,4.2,
1999-09-06,72.1,,,14.0,
1999-09-13,44.5,,,9.3,
1999-09-20,64.1,,,8.1,
1999-09-27,948.0,,,543.0,
1999-10-04,167.0,,,57.5,
1999-10-11,48.5,,,8.2,
1999-10-18,33.1,,,5.9,
1999-10-25,417.0,,,158.0,
1999-11-01,239.0,,,92.6,
1999-11-08,29.0,,,7.7,
1999-11-15,32.0,,,4.5,
1999-11-22,39.0,,,6.0,
1999-11-29,519.0,,,246.0,
1999-12-06,42.0,,,7.9,
1999-12-13,34.0,,,9.1,
1999-12-20,44.0,,,9.9,
1999-12-27,316.0,,,235.0,
2000-01-03,56.0,,,21.2,
2000-01-10,43.0,,,10.7,
2000-01-17,30.0,,,7.7,
2000-01-24,25.0,,,5.4,
2000-01-31,157.0,,,58.3,
2000-02-07,42.0,,,24.1,
2000-02-14,163.0,,,90.0,
2000-02-21,27.0,,,7.9,
2000-02-28,255.0,,,174.0,
2000-03-06,68.0,,,9.7,
2000-03-13,41.0,,,10.5,
2000-03-20,302.0,,,141.0,
2000-03-27,49.0,,,9.9,
2000-04-03,51.0,,,13.9,
2000-04-10,86.0,,,30.1,
2000-04-17,294.0,,,165.0,
2000-04-25,45.0,,,11.8,
2000-05-02,109.0,,,38.4,
2000-05-08,32.0,,,8.7,
2000-05-15,38.0,,,7.8,
2000-05-22,27.0,,,8.4,
2000-05-29,118.0,,,36.0,
2000-06-05,33.0,,,9.4,
2000-06-13,35.0,,,7.2,
2000-06-20,33.0,,,7.3,
2000-06-26,32.0,,,7.3,
2000-07-03,39.0,,,12.0,
2000-07-10,43.0,,,8.4,
2000-07-17,38.0,,,9.3,
2000-07-24,37.0,,,8.8,
2000-08-01,53.0,,,11.2,
2000-08-07,35.0,,,8.7,
2000-08-14,43.0,,,6.6,
2000-08-21,49.0,,,12.9,
2000-08-28,34.0,,,6.9,
2000-09-04,56.0,,,7.8,
2000-09-11,140.0,,,19.2,
2000-09-18,35.0,,,4.1,
2000-09-25,34.0,,,4.8,
2000-10-02,89.0,,,12.7,
2000-10-09,60.0,,,12.0,
2000-10-16,44.0,,,15.2,
2000-10-24,99.0,,,18.0,
2000-10-30,346.0,,,123.0,
2000-11-06,78.0,,,28.4,
2000-11-13,427.0,,,242.0,
2000-11-20,240.0,,,114.0,
2000-11-28,51.0,,,18.0,
2000-12-04,65.0,,,11.6,
2000-12-11,117.0,,,51.6,
2000-12-18,36.0,,,13.3,
2001-01-03,29.0,,,7.3,
2001-01-15,30.0,,,8.3,
2001-01-29,45.0,,,27.6,
2001-02-12,52.0,,,6.5,
2001-02-26,38.0,,,5.6,
2001-03-12,159.0,,,50.8,
2001-03-26,34.0,,,9.1,
2001-04-09,267.0,,,186.0,
2001-04-23,71.0,,,14.0,
2001-05-07,35.0,,,12.0,
2001-05-21,73.0,,,12.4,
2001-06-05,37.0,,,6.1,
2001-06-18,43.0,,,7.6,
2001-07-16,129.0,,,30.4,
2001-07-30,43.0,,,8.5,
2001-08-13,85.0,,,20.8,
2001-08-27,40.0,,,6.3,
2001-09-10,35.0,,,5.0,
2001-09-24,38.0,,,8.3,
2001-10-08,123.0,,,109.0,
2001-10-22,21.0,,,7.2,
2001-11-04,33.0,,,9.8,
2001-11-19,35.0,,,8.0,
2001-12-03,200.0,,,76.0,
2001-12-17,28.0,,,5.1,
2002-01-02,20.0,,,5.0,
2002-01-14,38.0,,,5.0,
2002-01-27,27.0,,,6.0,
2002-02-11,53.0,,,19.0,
2002-02-25,32.0,,,7.0,
2002-03-11,150.0,,,72.0,
2002-03-25,53.0,,,14.0,
2002-04-08,12.0,,,8.0,
2002-04-22,25.0,,,8.0,
2002-05-06,36.0,,,10.0,
2002-05-21,52.0,,,6.0,
2002-05-27,38.0,,,8.0,
2002-06-10,39.0,,,7.0,
2002-06-24,22.0,,,12.0,
2002-07-09,42.0,,,11.0,
2002-07-22,98.0,,,27.0,
2002-08-05,43.0,,,8.0,
2002-08-19,57.0,,,11.0,
2002-09-02,54.0,,,10.0,
2002-09-16,41.0,,,7.0,
2002-09-30,32.0,,,5.0,
2002-10-15,35.0,,,4.0,
2002-10-28,41.0,,,13.0,
2002-11-11,51.0,,11.0,9.0,
2002-11-26,26.0,,,3.0,
2002-12-10,30.0,,,5.0,
2003-01-13,26.0,,,4.0,
2003-01-27,81.0,,,45.0,
2003-02-10,51.0,,,18.0,
2003-02-24,23.0,,,3.0,
2003-03-10,27.0,,,7.0,
2003-03-24,177.0,,,113.0,
2003-04-14,28.0,,,9.0,
2003-04-28,180.0,,,86.0,
2003-05-12,28.0,,,7.0,
2003-05-26,55.0,,,18.0,
2003-06-10,41.0,,,6.0,
2003-06-23,37.0,,,7.0,
2003-07-14,87.0,,,17.7,
2003-07-28,91.0,,,24.6,
2003-08-11,41.0,,,7.4,
2003-08-25,61.0,,,7.6,
2003-09-15,36.0,,,5.4,
2003-09-29,32.0,,,3.2,
2003-10-13,40.0,,,3.6,
2003-10-27,29.0,,,3.0,
2003-11-10,31.0,,,7.2,
2003-11-25,33.0,,,4.6,
2003-12-01,467.0,,,239.0,
2003-12-15,42.0,,,4.8,
2005-01-10,58.0,,,21.0,
2005-01-24,32.0,,,5.8,
2005-02-14,33.0,,,7.8,
2005-02-28,29.0,,,4.8,
2005-03-14,62.0,,,14.0,
2005-03-29,164.0,,,48.0,
2005-04-11,55.0,,,12.0,
2005-04-25,30.0,,,6.4,
2005-05-09,31.0,,,8.0,
2005-05-25,76.0,,,30.0,
2005-06-13,42.0,,,10.0,
2005-06-27,31.0,,,7.2,
2005-07-11,30.0,,,4.8,
2005-07-25,65.0,,,8.0,
2005-08-08,3.0,,,3.0,
2005-08-22,33.0,,,5.2,
2005-09-12,34.0,,,3.4,
2005-10-10,32.0,,,6.4,
2005-10-24,113.0,,,24.0,
2005-11-07,69.0,,,25.2,
2005-11-21,30.0,,,5.2,
2005-12-05,31.0,,,4.5,
2005-12-19,22.0,,,5.2,
2006-01-09,23.0,,,4.3,
2006-01-23,25.0,,,3.3,
2006-02-13,21.0,,,2.9,
2006-02-27,85.0,,,8.8,
2006-04-10,114.0,,,65.0,
2006-04-24,82.0,,,4.8,
2006-05-08,24.0,,,9.8,
2006-12-04,190.0,,,106.0,
2006-12-08,258.0,,,166.0,
2006-12-11,270.0,,,157.0,
2006-12-31,239.0,,,209.0,
2007-01-03,36.0,,,8.0,
2007-01-04,101.0,,,46.0,
2007-01-15,50.0,,,16.0,
2007-01-29,22.0,,,5.0,
2007-02-13,25.0,,,5.0,
2007-02-26,32.0,,,5.0,
2007-03-12,97.0,,,35.0,
2007-03-27,38.0,,,7.0,
2007-04-10,28.0,,,6.0,
2007-04-23,127.0,,,11.0,
2007-05-07,30.0,,,8.0,
2007-05-14,31.5,,,6.0,
2007-05-15,110.0,,,32.0,
2007-05-21,39.0,,,13.0,
2007-05-31,38.0,,,18.0,
2007-06-02,580.0,,,530.0,
2007-06-05,34.0,,,21.0,
2007-06-18,58.0,,,5.1,
2007-07-02,47.0,,,15.0,
2007-07-16,69.0,,,15.0,
2007-07-30,50.0,,,13.0,
2007-08-11,400.0,,,220.0,
2007-08-13,90.0,,,16.0,
2007-08-16,200.0,,,44.0,
2007-08-28,50.0,,,12.0,
2007-09-11,37.0,,,8.0,
2007-09-24,49.0,,,7.0,
2007-09-30,70.0,,,14.0,
2007-10-01,130.0,,,75.0,
2007-10-08,40.0,,,7.2,
2007-10-10,37.0,,,8.4,
2007-10-22,28.0,,,5.2,
2007-10-29,340.0,,28.0,85.0,
2007-11-05,48.0,,25.0,7.65,
2007-11-06,240.0,,,130.0,
2007-11-08,,,,16.0,
2007-11-09,,,,37.0,
2007-11-19,23.0,,,18.2,
2007-11-24,310.0,,,8.0,
2007-11-25,,,,76.0,
2007-11-30,150.0,,,52.0,
2007-12-02,240.0,,,115.0,
2007-12-03,120.0,,,33.0,
2007-12-17,28.0,,,8.5,
2007-12-31,50.0,,,23.0,
2008-01-14,70.0,,,28.0,
2008-01-15,160.0,,,74.0,
2008-01-16,410.0,,,160.0,
2008-01-17,320.0,,,190.0,
2008-01-28,31.0,,,11.0,
2008-02-08,40.0,,,10.0,
2008-02-25,60.0,,,15.0,
2008-03-10,150.0,,,45.0,
2008-03-25,30.0,,,9.6,
2008-03-31,830.0,,,610.0,
2008-04-07,400.0,,,270.0,
2008-04-21,20.0,,,12.0,
2008-05-06,26.0,,,9.0,
2008-05-19,21.0,,,5.3,
2008-05-26,20.0,,,5.8,
2008-06-02,30.0,,,7.6,
2008-06-09,20.0,,1.0,5.6,
2008-06-16,40.0,,10.0,13.0,
2008-06-23,20.0,,,8.0,
2008-06-30,85.0,21.0,,27.0,
2008-07-07,44.0,,,21.0,
2008-07-15,29.0,,,14.0,
2008-07-21,61.0,,,10.0,
2008-07-28,72.0,,14.0,39.0,
2008-08-04,33.0,17.0,7.0,15.0,
2008-08-11,46.0,,,8.5,
2008-08-14,279.0,,,160.0,
2008-08-18,40.0,,,8.5,
2008-08-25,50.0,,3.0,10.0,
2008-09-01,37.0,,,5.3,
2008-09-08,58.0,,,14.0,
2008-09-15,30.0,,,10.0,
2008-09-22,30.0,,7.0,5.0,
2008-09-29,26.0,,,4.8,
2008-10-06,160.0,,,73.0,
2008-10-09,22.0,,,6.2,
2008-10-13,29.0,,,6.0,
2008-10-20,33.0,,6.0,8.4,
2008-10-27,47.0,,,16.0,
2008-11-03,27.0,,,6.8,
2008-11-10,201.0,,,120.0,
2008-11-17,36.0,,7.0,8.0,
2008-12-04,36.0,,,9.2,
2008-12-15,30.0,,7.0,5.6,
2008-12-29,20.0,,,7.6,
2009-01-13,33.0,,7.0,5.9,
2009-01-26,40.0,,,5.6,
2009-02-09,25.0,,5.0,4.0,
2009-02-23,30.0,,,3.2,
2009-03-10,46.0,,15.0,6.4,
2009-03-23,41.0,,,10.0,
2009-04-04,89.0,,,30.0,
2009-04-07,117.0,,17.0,87.0,
2009-04-08,263.0,,,230.0,
2009-04-21,26.0,,,10.0,
2009-05-05,25.0,,2.0,8.8,
2009-05-12,39.0,,,3.6,
2009-05-19,33.0,,,10.0,
2009-05-26,31.0,,5.0,5.3,
2009-06-02,27.0,,6.0,7.3,
2009-06-09,14.0,,,3.0,
2009-06-17,21.0,,,11.0,
2009-06-23,18.0,,,7.2,
2009-06-30,27.0,,1.0,8.0,
2009-07-07,17.0,,,0.6,
2009-07-14,40.0,,,8.8,
2009-07-21,14.0,,,1.9,
2009-07-29,59.0,,5.0,23.0,
2009-07-31,68.0,,,23.0,
2009-08-04,40.0,,,5.3,
2009-08-11,150.0,,,58.0,
2009-08-26,35.0,,34.0,20.0,
2009-09-05,61.0,,,13.0,
2009-09-08,32.0,,,10.0,
2009-09-15,26.0,,,7.6,
2009-09-23,41.0,,8.0,6.4,
2009-10-07,210.0,,,53.0,
2009-10-21,30.0,,7.0,8.5,
2009-10-27,41.0,,,11.0,
2009-11-04,88.0,,,34.0,
2009-11-10,25.0,,,9.2,
2009-11-18,240.0,,26.0,130.0,
2009-11-23,140.0,,,100.0,
2009-11-24,130.0,,,120.0,
2009-12-02,40.0,,,7.2,
2009-12-08,73.0,,,16.0,
2009-12-15,28.0,,14.0,7.5,
2009-12-22,23.0,,,2.4,
2009-12-30,28.0,,,3.6,
2010-01-04,24.0,,,7.6,
2010-01-12,32.0,,12.0,13.0,
2010-01-20,340.0,,,5.6,
2010-01-27,35.0,,,4.4,
2010-03-24,120.0,,,29.0,
2010-03-28,120.0,,,110.0,
2010-03-30,96.0,,,100.0,
2010-04-01,260.0,,,210.0,
2010-04-07,63.0,,5.0,37.0,
2010-04-13,23.0,,,8.4,
2010-04-20,27.0,,,18.0,
2010-04-27,38.0,,,8.0,
2010-05-05,30.0,,4.0,10.0,
2010-05-10,18.0,,,4.7,
2010-05-19,35.0,,,9.6,
2010-05-25,403.0,,,384.0,
2010-06-02,29.0,,2.0,10.0,
2010-06-08,18.0,,,2.0,
2010-06-16,38.0,,,11.0,
2010-06-22,19.0,,,4.0,
2010-06-29,41.0,,4.0,14.0,
2010-07-06,34.0,,,13.0,
2010-07-14,34.0,,,13.0,
2010-07-27,57.0,,8.0,18.0,
2010-07-30,100.0,,,49.0,
2010-08-10,41.0,,,8.8,
2010-08-18,55.0,,,24.0,
2010-08-25,75.0,,34.0,120.0,
2010-08-30,70.0,,,23.0,
2010-09-07,35.0,,,10.0,
2010-09-14,40.0,,,14.0,
2010-09-20,73.0,,,18.0,
2010-09-21,580.0,,60.0,420.0,
2010-09-30,46.0,,,8.8,
2010-10-04,150.0,,,63.0,
2010-10-07,410.0,,,340.0,
2010-10-12,18.0,,,7.4,
2010-10-19,24.0,,1.0,8.0,
2010-10-26,110.0,,,54.0,
2010-11-03,110.0,,,54.0,
2010-11-09,33.0,,,9.6,
2010-11-17,42.0,,1.0,9.6,
2010-11-27,22.0,,,2.0,
2010-11-30,27.0,,,6.4,
2010-12-07,110.0,,,20.0,
2010-12-14,25.0,,1.0,8.4,
2011-01-11,41.0,,1.0,9.2,
2011-01-18,28.0,,,14.0,
2011-03-15,56.0,,,31.0,
2011-03-22,110.0,,,95.0,
2011-03-25,140.0,,,27.0,
2011-03-29,56.0,,,9.7,
2011-04-05,140.0,,17.0,140.0,
2011-04-09,73.0,,,84.0,
2011-04-12,72.0,,,52.0,
2011-04-13,160.0,,,160.0,
2011-04-18,32.0,,,27.0,
2011-04-26,19.0,,,11.0,
2011-05-04,33.0,,2.0,16.0,
2011-05-10,22.0,,,9.6,
2011-05-18,25.0,,,6.8,
2011-05-24,32.0,,,8.8,
2011-05-31,29.0,,2.0,6.8,
2011-06-07,24.0,,,6.5,
2011-06-11,150.0,,,140.0,
2011-06-15,29.0,,,13.0,
2011-06-21,26.0,,,12.0,
2011-07-19,83.0,,,18.0,
2011-07-27,58.0,,,7.0,
2011-08-02,28.0,,,10.0,
2011-08-09,54.0,,,16.0,
2011-08-16,53.0,,,17.0,
2011-08-24,32.0,,2.0,8.2,
2011-08-29,110.0,,,51.0,
2011-08-30,95.0,,,40.0,
2011-09-07,290.0,,,490.0,
2011-09-13,89.0,,,54.0,
2011-09-20,79.0,,11.0,35.0,
2011-09-27,23.0,,,5.9,
2011-10-05,53.0,,,8.5,
2011-10-11,170.0,,,150.0,
2011-10-18,45.0,,4.7,21.0,
2011-10-25,31.0,,,7.6,
2011-11-01,55.0,,,16.0,
2011-11-08,28.0,,,7.7,
2011-11-15,33.0,,6.1,6.5,
2011-11-22,47.0,,,16.0,
2011-11-29,43.0,,,8.0,
2011-12-06,64.0,,,17.0,
2011-12-13,110.0,,16.0,66.0,
2011-12-20,29.0,,,11.0,
2011-12-27,50.0,,,16.0,
2012-01-03,47.0,,,30.0,
2012-01-10,18.0,,2.3,6.3,
2012-01-17,19.0,,,4.8,
2012-01-24,21.0,,,4.0,
2012-02-07,23.0,,6.6,3.9,
2012-02-14,23.0,,,5.5,
2012-02-22,78.0,,,14.0,
2012-02-28,67.0,,,19.0,
2012-03-07,37.0,,4.1,7.7,
2012-03-13,88.0,,,54.0,
2012-03-20,36.0,,,14.0,
2012-03-27,30.0,,,9.3,
2012-04-03,29.0,,4.1,4.8,
2012-04-10,32.0,,,7.3,
2012-04-11,320.0,,,300.0,
2012-04-17,32.0,,,8.2,
2012-04-23,32.0,,,19.0,
2012-04-27,200.0,,,110.0,
2012-05-02,24.0,,3.7,11.0,
2012-05-08,24.0,,,11.0,
2012-05-16,27.0,,,9.2,
2012-05-22,16.0,,,7.6,
2012-05-29,33.0,,6.0,9.2,
2012-06-05,41.0,,,22.0,
2012-06-12,28.0,,,11.0,
2012-06-19,69.0,,,48.0,
2012-06-24,43.0,,,12.0,
2012-07-03,86.0,,,38.0,
2012-07-10,48.0,,7.7,19.0,
2012-07-24,40.0,,,160.0,
2012-07-31,40.0,,,17.0,
2012-08-08,98.0,,8.7,31.0,
2012-08-14,20.0,,,7.6,
2012-08-23,42.0,,,10.0,
2012-08-28,71.0,,,41.0,
2012-09-05,40.0,,8.5,6.3,
2012-09-11,19.0,,,5.3,
2012-09-18,160.0,,,77.0,
2012-09-25,25.0,,,5.6,
2012-09-26,71.0,,,47.0,
2012-10-03,44.0,,5.5,19.0,
2012-10-09,55.0,,,34.0,
2012-10-16,90.0,,,33.0,
2012-10-23,37.0,,,19.0,
2012-10-31,54.0,,8.7,20.0,
2012-11-06,40.0,,,22.0,
2012-11-13,50.0,,,21.0,
2012-11-28,96.0,,12.0,68.0,
2012-12-04,28.0,,,14.0,
2012-12-11,31.0,,,5.4,
2012-12-18,51.0,,,26.0,
2012-12-26,230.0,,15.0,14.0,
2013-01-09,36.0,,,9.6,
2013-01-15,21.0,,,6.4,
2013-01-22,25.0,,5.3,4.8,
2013-01-29,34.0,,,15.0,
2013-02-05,38.0,,,7.9,
2013-02-12,29.0,,,5.7,
2013-02-19,29.0,,8.2,5.1,
2013-02-26,48.0,,,5.2,
2013-03-05,36.0,,,4.0,
2013-03-26,180.0,,,29.0,
2013-04-02,170.0,,,24.0,
2013-04-17,450.0,,,420.0,
2013-04-18,350.0,,,330.0,
2013-05-02,310.0,,,240.0,
2013-05-14,49.0,,,27.0,
2013-05-22,120.0,,,110.0,
2013-05-28,56.0,,,30.0,
2013-06-11,26.0,,,11.0,
2013-07-10,26.0,,,25.0,
2013-07-23,33.0,,,8.0,
2013-08-06,43.0,,,16.0,
2013-08-21,79.0,,,46.0,
2013-09-02,43.0,,,12.0,
2013-09-17,34.0,,,7.6,
2013-10-01,32.0,,,3.6,
2013-10-16,35.0,,,7.2,
2013-10-23,170.0,,,98.0,
2013-10-29,57.0,,,23.0,
2013-11-13,120.0,,,27.0,
2013-11-27,27.0,,,5.2,
2013-12-12,27.0,,,6.0,
2013-12-23,100.0,,,45.0,
2013-12-25,210.0,,,130.0,
2014-01-07,110.0,,,44.0,
2014-01-21,26.0,,,5.7,
2014-02-05,71.0,,,24.0,
2014-02-16,180.0,,,210.0,
2014-02-20,34.0,,,20.0,
2014-03-04,53.0,,,17.0,
2014-03-10,51.0,,,32.0,
2014-03-11,44.0,,,28.0,
2014-03-12,40.0,,,30.0,
2014-03-13,37.0,,,27.0,
2014-03-14,43.0,,,31.0,
2014-03-15,69.0,,,68.0,
2014-03-16,36.0,,,19.0,
2014-03-17,47.0,,,30.0,
2014-03-21,32.0,,,17.0,
2014-04-03,28.0,,,10.0,
2014-04-08,280.0,,,230.0,
2014-04-16,21.0,,,11.0,
2014-04-30,24.0,,,12.0,
2014-05-13,33.0,,,6.9,
2014-05-27,39.0,,,18.0,
2014-06-12,44.0,,,12.0,
2014-06-26,34.0,,,7.6,
2014-07-08,32.0,,,13.0,
2014-07-22,47.0,,,14.0,
2014-08-05,35.0,,,12.0,
2014-08-12,150.0,,,55.0,
2014-08-19,92.0,,,30.0,
2014-09-02,44.0,,,14.0,
2014-09-16,41.0,,,11.0,
2014-09-30,36.0,,,13.0,
2014-10-10,470.0,,,360.0,
2014-10-15,52.0,,,25.0,
2014-10-28,42.0,,,19.0,
2014-11-12,55.0,,,15.0,
2014-11-27,35.0,,,13.0,
2014-12-10,61.0,,,34.0,
2014-12-23,29.0,,,11.0,
2015-01-07,190.0,,,250.0,
2015-01-21,28.0,,,8.8,
2015-02-05,22.0,,,6.8,
2015-02-17,28.0,,,8.7,
2015-03-03,70.0,,,44.0,
2015-03-20,26.0,,,10.0,
2015-04-01,40.0,,,21.0,
2015-04-16,48.0,,,23.0,
2015-04-29,27.0,,,9.5,
2015-05-13,170.0,,,150.0,
2015-05-27,29.0,,,12.0,
2015-05-31,150.0,,,130.0,
2015-06-09,38.0,,,13.0,
2015-06-23,32.0,,,12.0,
2015-07-07,42.0,,,10.0,
2015-07-21,39.0,,,10.0,
2015-08-05,49.0,,,15.0,
2015-08-18,36.0,,,8.3,
2015-08-27,140.0,,,74.0,
2015-09-04,99.0,,,64.0,
2015-09-16,250.0,,,180.0,
2015-09-30,41.0,,,11.0,
2015-10-13,38.0,,,6.6,
2015-10-28,62.0,,,17.0,
2015-11-11,82.0,,,17.0,
2015-11-25,290.0,,,320.0,
2015-12-10,94.0,,,19.0,
2015-12-22,69.0,,,26.0,
2016-01-05,40.0,,,7.8,
2016-02-03,34.0,,,7.7,
2016-02-09,270.0,,,230.0,
2016-02-16,34.0,,,9.4,
2016-03-01,29.0,,,6.4,
2016-03-15,85.0,,,20.0,
2016-03-30,110.0,,,21.0,
2016-04-12,36.0,,,8.6,
2016-04-26,38.0,,,11.0,
2016-05-10,45.0,,,8.0,
2016-05-24,47.0,,,8.5,
2016-06-07,35.0,,,11.0,
2016-06-21,37.0,,,18.0,
2016-07-05,110.0,,,34.0,
2016-07-19,70.0,,,18.0,
2016-08-02,49.0,,,18.0,
2016-08-16,58.0,,,16.0,
2016-08-29,71.0,,,16.0,
2016-09-13,40.0,,,9.0,
2016-09-27,42.0,,,8.2,
2016-10-11,43.0,,,9.4,
2016-10-27,180.0,,,27.0,
2016-11-09,47.0,,,8.4,
2016-11-22,73.0,,,21.0,
2016-12-06,36.0,,,7.2,
2016-12-20,23.0,,,4.3,
2017-01-12,150.0,,,110.0,
2017-01-17,23.0,,,9.1,
2017-02-01,25.0,,,5.7,
2017-02-28,260.0,,,210.0,
2017-03-14,160.0,,,38.0,
2017-03-28,40.0,,,12.0,
2017-04-18,25.0,,,6.2,
2017-05-03,23.0,,,9.0,
2017-05-16,21.0,,,4.8,
2017-05-31,24.0,,,7.9,
2017-06-08,30.0,,,14.0,
2017-06-20,37.0,,,20.0,
2017-07-04,42.0,,,15.0,
2017-07-19,49.0,,,31.0,
2017-08-03,37.0,,,12.0,
